Case Name,Case Number,Court,Judicial Officer,Date Filed,Case Type,Case Status,Plaintiff,Petitioner,Defendent,Compensation,Date Served,Path,Citations,Chronology
"SP FREDERICA, LLC Peach Consolidated Properties, LLC and Flash Foods, Inc. v. GLYNN COUNTY Glynn County Board of Commissioners Michael Browning Dale Provenzano Richard Strickland Bill Brunson Allen Booker Mark Stambaugh Bob Coleman Glynn County Islands Planning Commission Preston Kirkendall Robert Ussery Desiree Watson Joel Willis William Lawrence Stan Humphries Karen Ward The Glynn County Board of Appeals Walter Rafolski Peter Schoenauer Paul Fisher Matthew Permar and Philip Viviani",cv 215-73,"District Court, S.D. Georgia","Georgia, Southern, Wood","{'argued': '2016-03-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7319367/sp-frederica-llc-v-glynn-county/,"['173 F. Supp. 3d 1362', '2016 WL 1248931', '2016 U.S. Dist. LEXIS 39307']",
"William “Billy” MITCHELL, Petitioner, v. Joe S. HOPPER, Warden, Georgia State Prison, Respondent; Willie X. ROSS, Petitioner, v. Joe S. HOPPER, Warden, Georgia State Prison, Respondent; James Lee SPENCER, Petitioner, v. Walter D. ZANT, Warden, Georgia Diagnostic & Classification Center, Respondent 6976196676883587276","civ. a. cv478-132, cv478-162 and cv179-247","District Court, S.D. Georgia",Bowen,"{'argued': '1982-04-01', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2296055/mitchell-v-hopper/,['538 F. Supp. 77'],
"Carol H. WILLIS, Plaintiff, v. UNIVERSITY HEALTH SERVICES, INC., D/B/A University Hospital; Sherry Hicks, Individually and in Her Official Capacity as Head Nurse of Postpartum for University Hospital; Mary Lynn Goforth, Individually and in Her Official Capacity as Director of Maternal/Child Nursing for University Hospital; Marilyn Bowcutt, Individually and in Her Official Capacity as Assistant Administrator of Nursing Services for University Hospital; And Joseph W. Herzberg, Individually and in His Official Capacity as Director of Personnel Services for University Hospital, Defendants 9036147066165660836",cv190-317,"District Court, S.D. Georgia",Bowen,"{'argued': '1992-07-27', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1651509/willis-v-university-health-services-inc/,"['804 F. Supp. 1557', '1992 U.S. Dist. LEXIS 15977', '1992 WL 296720']",
"Jennifer KEETON, Plaintiff, v. Mary Jane ANDERSON-WILEY, Et Al., Defendants",cv 110-099,"District Court, S.D. Georgia",J. Randal Hall,"{'argued': '2010-08-20', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2469448/keeton-v-anderson-wiley/,"['733 F. Supp. 2d 1368', '2010 U.S. Dist. LEXIS 85959', '2010 WL 3321873']",
"Davida JOHNSON Pam Burke Henry Zittrouer George L. Deloach and George Seaton v. Zell MILLER, in his official capacity as Governor of the State of Georgia 7619311277279983027", cv 194-008,"District Court, S.D. Georgia","Bowen, Edenfield, Edmondson","{'argued': '1995-12-13', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8738293/johnson-v-miller/,"['922 F. Supp. 1556', '1995 U.S. Dist. LEXIS 19774']",
In re BURNS,,"District Court, S.D. Georgia",Speer,"{'argued': '1909-05-12', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8787956/in-re-burns/,"['171 F. 1008', '1909 U.S. Dist. LEXIS 263']",
In re BURKE,,"District Court, S.D. Georgia",Speer,"{'argued': '1909-03-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8786632/in-re-burke/,"['168 F. 994', '1909 U.S. Dist. LEXIS 376']",
"In Re FRIEDMAN’S INC., Et. Al., Debtors. Alan Cohen, as Trustee of the Friedman’s Creditor Trust, Plaintiff, v. Morgan Schiff & Co., Inc., Phillip E. Cohen, Sterling Brinkley, Bradley J. Stinn, Victor M. Suglia, and Alston & Bird LLP, Defendants 9082553513669403975",407cv041,"District Court, S.D. Georgia",B. Avant Edenfield,"{'argued': '2008-01-10', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1844802/cohen-v-morgan-schiff-co-in-re-friedmans-inc/,"['385 B.R. 381', '2008 U.S. Dist. LEXIS 2145', '2008 WL 131163']",
"Jana KEELE, individually and as administrator of the estate of Kara Thompson v. GLYNN COUNTY, GEORGIA, Wayne V. Bennett, individually and in his official capacity, Jeffrey Gunderson, individually and in his official capacity, John Orr, individually and in his official capacity, Jessica Carnette, individually and in her official capacity, Gary Hollingsworth, individually and in his official capacity, Helen Brown, individually and in her official capacity", cv 211-074,"District Court, S.D. Georgia",Wood,"{'argued': '2013-03-29', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/8724505/keele-v-glynn-county/,"['938 F. Supp. 2d 1270', '2013 U.S. Dist. LEXIS 49509', '2013 WL 1390389']",
"Gabrielle BREDA, Plaintiff, v. WOLF CAMERA, INC. Defendants",4:97cv366,"District Court, S.D. Georgia",Edenfield,"{'argued': '2001-06-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2567841/breda-v-wolf-camera-inc/,"['148 F. Supp. 2d 1371', '2001 U.S. Dist. LEXIS 9328', '2001 WL 789291']",
"Gary Steven KRIST, Petitioner, v. S. Lamont SMITH, Warden, Georgia State Prison, Reidsville, Georgia, Respondent 6298028154802839446",2549,"District Court, S.D. Georgia",Lawrence,"{'argued': '1970-02-25', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2096118/krist-v-smith/,['309 F. Supp. 497'],
"Michael POORE & Bruce Bias, Individually and on Behalf of All Others Similarly Situated, Plaintiffs, v. AMERICAN-AMICABLE LIFE INSURANCE CO. OF TEXAS, Defendant",cv 498-259,"District Court, S.D. Georgia",Nangle,"{'argued': '2000-12-20', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/2424912/poore-v-american-amicable-life-insurance-co-of-texas/,"['125 F. Supp. 2d 1378', '2000 U.S. Dist. LEXIS 18816', '2000 WL 1901632']",
"Johnny BRANTLEY and Robert M. Pou v. FERRELL ELECTRIC, INC. and James N. Ferrell", cv 114-022,"District Court, S.D. Georgia",Hall,"{'argued': '2015-05-29', 'reargued': None}",,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/7314216/brantley-v-ferrell-electric-inc/,"['112 F. Supp. 3d 1348', '2015 U.S. Dist. LEXIS 69865', '2015 WL 3541552']",
"ST. JOSEPH’S HOSPITAL, INC., Plaintiff, v. HOSPITAL AUTHORITY OF AMERICA, HCA Management Company, and Chatham County Hospital Authority, D/B/A Memorial Medical Center, Defendants 5442869844636391846",cv484-271,"District Court, S.D. Georgia",Edenfield,"{'argued': '1985-07-18', 'reargued': None}",.,Published,.,.,.,.,.,https://www.courtlistener.com/opinion/1456402/st-josephs-hospital-inc-v-hospital-authority-of-america/,"['620 F. Supp. 814', '1985 U.S. Dist. LEXIS 17723']",
